"sample.no","legal","sub.legal","all","","sanctuary","status","site.new","year"
1496,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1497,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1498,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1499,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1500,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1501,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1502,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1503,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1504,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1505,0,0,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1506,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1507,1,0,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1508,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1509,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1510,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1511,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1512,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1513,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1514,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1515,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1516,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1517,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1518,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1519,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1520,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1521,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1522,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1523,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1524,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1525,0,0,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1526,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1527,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1528,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1529,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1530,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1531,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1532,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1533,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1534,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1535,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1536,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1537,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1538,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1539,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1540,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1541,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1542,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1543,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1544,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1545,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1546,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1547,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1548,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1549,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1550,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1551,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1552,0,3,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1553,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1554,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1555,0,2,5,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1556,2,2,5,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1557,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1558,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1559,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1560,0,1,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1561,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1562,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1563,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1564,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1565,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1566,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1567,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1568,3,10,13,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1569,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1570,1,1,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1571,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1572,0,6,6,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1573,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2018
1574,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1575,0,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1576,0,0,8,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1577,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1578,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1579,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1580,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1581,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1582,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1583,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1584,1,2,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1585,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1586,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1587,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1588,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1589,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1590,1,2,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1591,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1592,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1593,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1594,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1595,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1596,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1597,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1598,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1599,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1600,0,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1601,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1602,2,3,5,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1603,4,0,5,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1604,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1605,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1606,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1607,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1608,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1609,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1610,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1611,0,7,7,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1612,1,0,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1613,3,6,9,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1614,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1615,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1616,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1617,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1618,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1619,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1620,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1621,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1622,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1623,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1624,3,12,15,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1625,0,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1626,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1627,1,0,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1628,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1629,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1630,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1631,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1632,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1633,0,2,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1634,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1635,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1636,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1637,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1638,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1639,1,2,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1640,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1641,1,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1642,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1643,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1644,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1645,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1646,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1647,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1648,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1649,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1650,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1651,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1652,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1653,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1654,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1655,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1656,0,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1657,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1658,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1659,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1660,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1661,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1662,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1663,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1664,0,1,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1665,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1666,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1667,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1668,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1669,1,2,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1670,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1671,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1672,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1673,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1674,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1675,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1676,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1677,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1678,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1679,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1680,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1681,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1682,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1683,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1684,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1685,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1686,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1687,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1688,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1689,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1690,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1691,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1692,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1693,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1694,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1695,1,2,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1696,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1697,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1698,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1699,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1700,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1701,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1702,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1703,0,3,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1704,20,12,32,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1705,7,1,8,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1706,3,4,7,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1707,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1708,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1709,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1710,3,2,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1711,2,1,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1712,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1713,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1714,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1715,3,0,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1716,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1717,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1718,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1719,2,3,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1720,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1721,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1722,2,3,13,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1723,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1724,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1725,3,1,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1726,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1727,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1728,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1729,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1730,1,2,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1731,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1732,1,4,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1733,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1734,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1735,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1736,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1737,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1738,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1739,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1740,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1741,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1742,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
