"sample.no","complexity","depth","year.x","","sanctuary","status","site.new","year.y"
1577,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1578,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1579,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1580,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1581,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1582,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1583,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1584,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1585,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1586,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1587,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1588,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1589,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1590,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1591,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1592,4,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1593,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1594,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1595,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1596,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1597,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1598,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1599,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1600,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1601,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1602,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1603,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1604,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1605,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1606,1,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1607,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1608,2,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1609,4,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1610,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1611,4,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1612,4,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1613,3,0,2018,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2018
1614,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1615,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1616,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1617,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1618,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1619,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1620,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1621,0,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1622,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1623,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1624,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1625,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1626,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1627,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1628,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1629,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1630,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1631,1,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1632,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1633,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1634,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1635,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1636,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1637,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1638,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1639,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1640,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1641,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1642,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1643,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1644,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1645,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1646,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1647,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1648,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1649,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1650,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1651,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1652,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1653,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1654,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1655,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1656,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1657,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1658,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1659,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1660,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1661,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1662,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1663,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1664,4,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1665,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1666,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1667,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1668,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1669,4,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1670,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1671,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1672,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1673,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2019
1674,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1675,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1676,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1677,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1678,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1679,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1680,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1681,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1682,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1683,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1684,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1685,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1686,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1687,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1688,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1689,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1690,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1691,4,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1692,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1693,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1694,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1695,4,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1696,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1697,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1698,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1699,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1700,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1701,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1702,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1703,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2019
1704,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1705,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1706,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1707,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1708,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1709,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1710,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1711,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1712,0,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1713,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1714,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1715,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1716,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1717,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1718,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1719,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1720,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1721,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1722,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1723,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1724,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1725,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1726,0,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1727,1,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1728,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1729,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1730,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1731,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1732,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1733,1,0,2019,NA,"Green Island","No-take","Green Island.No-take.Green Island",2019
1734,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1735,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1736,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1737,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1738,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1739,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1740,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1741,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1742,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1743,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1744,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1745,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1746,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1747,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1748,4,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1749,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1750,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1751,4,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
